Subject,Predicate,Object,sbjExtensionRarity,objExtensionRarity,subjectDegree,objectDegree
"Bill Clinton",successor,"Jim Guy Tucker",5.679478623862329E-5,7.099348279827911E-5,3.5018708745147096E-6,3.857533656700811E-4
"Bill Clinton",child,"Chelsea Clinton",9.8833761612967E-5,4.941688080648349E-4,3.5018708745147096E-6,3.823892374810978E-4
"Bill Clinton",governor,"David Pryor",8.833922261484099E-4,0.0017667844522968198,3.5018708745147096E-6,1.031665977954868E-4
"Bill Clinton",successor,"George W. Bush",5.679478623862329E-5,4.259608967896747E-5,3.5018708745147096E-6,0.01669953233011293
"Bill Clinton",successor,"Frank D. White",5.679478623862329E-5,2.8397393119311646E-5,3.5018708745147096E-6,4.934054677175455E-5
"Bill Clinton",lieutenant,"Winston Bryant",0.002117148906139732,0.002117148906139732,3.5018708745147096E-6,1.0092384566949795E-5
"Bill Clinton",spouse,"Hillary Rodham Clinton",4.0749796251018746E-5,8.149959250203749E-5,3.5018708745147096E-6,0.0025701939363832146
"David C. Fields",president,"Bill Clinton",2.972946189673967E-4,2.1418282803193454E-4,9.004810820180681E-6,0.024873649786938856
"Thomas Porteous",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,5.502939945665972E-6,0.0650730411686587
"William Kennard",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,2.4012828853815152E-5,0.024873649786938856
"Glenn A. Fine",president,"Bill Clinton",2.972946189673967E-4,2.1418282803193454E-4,2.2011759782663887E-5,0.024873649786938856
"Mary Schapiro",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,6.203314120568914E-5,0.024873649786938856
"Rahm Emanuel",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,4.982661987166644E-4,0.024873649786938856
"Maryanne Trump Barry",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,2.0010690711512626E-5,0.0650730411686587
"Raymond C. Fisher",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,2.0010690711512626E-5,0.0650730411686587
"Terence T. Evans",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,1.1005879891331944E-5,0.0650730411686587
"Terry Peach",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,9.505078087968498E-6,0.024873649786938856
"R. Guy Cole, Jr.",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,3.001603606726894E-6,0.0650730411686587
"Sandy Berger",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,3.401817420957146E-5,0.024873649786938856
"Sean Patrick Maloney",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,4.8025657707630303E-5,0.024873649786938856
"Lee Haney",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,1.1256013525225852E-4,0.024873649786938856
"Sheila Widnall",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,7.35392883648089E-5,0.024873649786938856
"Pamela Harriman",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,1.1556173885898541E-4,0.024873649786938856
"John Negroponte",president,"Bill Clinton",3.9639282528986224E-4,2.1418282803193454E-4,6.053233940232569E-4,0.024873649786938856
"Bernard W. Nussbaum",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,1.1005879891331944E-5,0.024873649786938856
"Robert F. Hale",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,7.5040090168172345E-6,0.024873649786938856
"Florence-Marie Cooper",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,7.5040090168172345E-6,0.0650730411686587
"Donna Shalala",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,8.104329738162614E-5,0.024873649786938856
"Frank R. Zapata",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,6.503474481241603E-6,0.0650730411686587
"Walter E. Dellinger III",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,1.9010156175936996E-5,0.024873649786938856
"Virginia Clinton Kelley",child,"Bill Clinton",1.97667523225934E-4,2.1418282803193454E-4,2.2011759782663887E-5,1.97667523225934E-4
"Mike Espy",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,6.253340847347696E-5,0.024873649786938856
"Carlos F. Lucero",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,4.002138142302525E-6,0.0650730411686587
"Solomon Oliver Jr.",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,3.5018708745147096E-6,0.0650730411686587
"Harold M. Ickes",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,1.2006414426907576E-5,0.024873649786938856
"José A. Cabranes",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,1.1506147159119759E-5,0.0650730411686587
"Thomas L. Ambro",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,4.002138142302525E-6,0.0650730411686587
"Charles R. Wilson (judge)",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,5.002672677878157E-6,0.0650730411686587
"Theodore H. Kattouf",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,1.0005345355756313E-5,0.024873649786938856
"Chelsea Clinton",parent,"Bill Clinton",8.763473841030585E-5,2.1418282803193454E-4,1.0455585896765347E-4,4.3817369205152925E-5
"Joseph Edward Lake",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,8.00427628460505E-6,0.024873649786938856
"E. Allan Wendt",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,9.004810820180681E-6,0.024873649786938856
"Virginia A. Phillips",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,6.003207213453788E-6,0.0650730411686587
"Robert N. Chatigny",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,1.60085525692101E-5,0.0650730411686587
"Edward L. Romero",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,8.00427628460505E-6,0.024873649786938856
"Richard Holbrooke",president,"Bill Clinton",2.972946189673967E-4,2.1418282803193454E-4,4.6224695543594166E-4,0.024873649786938856
"Pierre N. Leval",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,6.003207213453788E-6,0.0650730411686587
"David Satcher",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,3.902084688744962E-5,0.024873649786938856
"Ray Mabus",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,1.025547898965022E-4,0.024873649786938856
"Robert Katzmann",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,6.503474481241603E-6,0.0650730411686587
"Peter C. Economus",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,5.502939945665972E-6,0.0650730411686587
"Floyd I. Clarke",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,2.2512027050451703E-5,0.024873649786938856
"Chester J. Straub",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,8.00427628460505E-6,0.0650730411686587
"Paul L. Cejas",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,6.503474481241603E-6,0.024873649786938856
"Thomas M. Foglietta",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,3.802031235187399E-5,0.024873649786938856
"Leon Panetta",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,4.6224695543594166E-4,0.024873649786938856
"Nancy Jo Powell",president,"Bill Clinton",2.972946189673967E-4,2.1418282803193454E-4,4.102191595860088E-5,0.024873649786938856
"Kermit Lipez",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,9.004810820180681E-6,0.0650730411686587
"Richard Swett",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,3.301763967399583E-5,0.024873649786938856
"Napoleon A. Jones Jr.",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,8.504543552392866E-6,0.0650730411686587
"Carol Browner",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,7.003741749029419E-5,0.024873649786938856
"Michael A. Sheehan",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,1.0505612623544128E-5,0.024873649786938856
"John M. Deutch",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,5.252806311772064E-5,0.024873649786938856
"H. Lee Sarokin",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,9.004810820180681E-6,0.0650730411686587
"Janet Yellen",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,1.1606200612677323E-4,0.024873649786938856
"William Cohen",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,2.881539462457818E-4,0.024873649786938856
"Kenneth S. Apfel",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,9.505078087968498E-6,0.024873649786938856
"Joseph A. Presel",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,4.002138142302525E-6,0.024873649786938856
"Darryl N. Johnson",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,1.951042344372481E-5,0.024873649786938856
"William J. Hughes",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,7.504009016817234E-5,0.024873649786938856
"Charles Richard Stith",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,4.002138142302525E-6,0.024873649786938856
"Martin Neil Baily",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,2.8014966996117677E-5,0.024873649786938856
"Elizabeth Frawley Bagley",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,9.505078087968498E-6,0.024873649786938856
"Monroe Schwarzlose",party,"Bill Clinton",2.9098527614502704E-5,2.1418282803193454E-4,2.1011225247088257E-5,1.4549263807251352E-5
"M. Blane Michael",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,9.004810820180681E-6,0.0650730411686587
"William M. Daley",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,1.435767058551031E-4,0.024873649786938856
"Thomas E. Donilon",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,7.253875382923326E-5,0.024873649786938856
"Deval Patrick",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,1.4007483498058837E-4,0.024873649786938856
"Thomas J. Dodd, Jr.",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,5.002672677878157E-6,0.024873649786938856
"Warren Christopher",president,"Bill Clinton",2.972946189673967E-4,2.1418282803193454E-4,3.1816998231305076E-4,0.024873649786938856
"Johnnie B. Rawlinson",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,7.003741749029419E-6,0.0650730411686587
"Rosemary S. Pooler",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,9.004810820180681E-6,0.0650730411686587
"Robert Malley",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,2.4513096121602967E-5,0.024873649786938856
"Ernest Moniz",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,1.2006414426907576E-5,0.024873649786938856
"John Howard Dalton",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,1.951042344372481E-5,0.024873649786938856
"Robert Reich",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,1.7109140558343295E-4,0.024873649786938856
"Alan Blinder",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,6.0032072134537876E-5,0.024873649786938856
"Charles Ruff",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,3.0016036067268938E-5,0.024873649786938856
"James S. Gwin",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,3.5018708745147096E-6,0.0650730411686587
"Gerald S. McGowan",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,3.001603606726894E-6,0.024873649786938856
"Maxine M. Chesney",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,6.503474481241603E-6,0.0650730411686587
"Brenda Schoonover",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,5.502939945665972E-6,0.024873649786938856
"Andrew Cuomo",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,2.1611545968433635E-4,0.024873649786938856
"Jon Huntsman, Jr.",president,"Bill Clinton",2.972946189673967E-4,2.1418282803193454E-4,3.2417318952650454E-4,0.024873649786938856
"Barbara Bodine",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,1.0005345355756313E-5,0.024873649786938856
"Charles Taylor Manatt",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,1.9010156175936996E-5,0.024873649786938856
"Tim Wirth",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,7.403955563259671E-5,0.024873649786938856
"William J. Crowe",president,"Bill Clinton",2.972946189673967E-4,2.1418282803193454E-4,1.2206521334022701E-4,0.024873649786938856
"Madeleine Albright",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,3.061635678861432E-4,0.024873649786938856
"David Gergen",president,"Bill Clinton",3.9639282528986224E-4,2.1418282803193454E-4,7.203848656144545E-5,0.024873649786938856
"Helen W. Gillmor",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,6.503474481241603E-6,0.0650730411686587
"Joan M. Plaisted",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,9.004810820180681E-6,0.024873649786938856
"Patricia Anne Gaughan",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,3.5018708745147096E-6,0.0650730411686587
"Edward J. Perkins",president,"Bill Clinton",2.972946189673967E-4,2.1418282803193454E-4,7.804169377489924E-5,0.024873649786938856
"Raymond C. Fisher",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,2.0010690711512626E-5,0.024873649786938856
"Dave Freudenthal",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,9.455051361189716E-5,0.024873649786938856
"Sarah S. Vance",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,5.502939945665972E-6,0.0650730411686587
"Fred I. Parker",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,1.1005879891331944E-5,0.0650730411686587
"Richard Danzig",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,6.803634841914293E-5,0.024873649786938856
"John Garamendi",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,1.1606200612677323E-4,0.024873649786938856
"Joe Purcell",governor,"Bill Clinton",8.833922261484099E-4,2.1418282803193454E-4,6.803634841914293E-5,0.0017667844522968198
"Alexis Herman",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,1.2306574787580266E-4,0.024873649786938856
"Gene Sperling",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,3.301763967399583E-5,0.024873649786938856
"Lino Gutierrez",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,1.1506147159119759E-5,0.024873649786938856
"Ryan Crocker",president,"Bill Clinton",3.9639282528986224E-4,2.1418282803193454E-4,1.3507216230271022E-4,0.024873649786938856
"Brooksley Born",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,3.7019777816298355E-5,0.024873649786938856
"John E. Herbst",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,1.1506147159119759E-5,0.024873649786938856
"Steven Karl Pifer",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,5.002672677878157E-6,0.024873649786938856
"Lyndon Lowell Olson, Jr.",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,9.004810820180681E-6,0.024873649786938856
"Jeffrey K. Harris",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,6.503474481241603E-6,0.024873649786938856
"Christopher R. Hill",president,"Bill Clinton",2.972946189673967E-4,2.1418282803193454E-4,1.0505612623544128E-4,0.024873649786938856
"Richard Kauzlarich",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,7.003741749029419E-6,0.024873649786938856
"Richard Tallman",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,9.004810820180681E-6,0.0650730411686587
"Jeffrey A. Bader",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,4.002138142302525E-6,0.024873649786938856
"Eric Shinseki",president,"Bill Clinton",2.972946189673967E-4,2.1418282803193454E-4,3.9170927067785964E-4,0.024873649786938856
"David A. Katz",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,7.5040090168172345E-6,0.0650730411686587
"David S. Tatel",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,5.002672677878157E-6,0.0650730411686587
"Sylvia Mathews Burwell",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,1.3006948962483206E-5,0.024873649786938856
"Peter Tarnoff",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,9.004810820180681E-6,0.024873649786938856
"Maria Echaveste",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,1.951042344372481E-5,0.024873649786938856
"Michael Daly Hawkins",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,9.004810820180681E-6,0.0650730411686587
"Ivan L. R. Lemelle",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,9.505078087968498E-6,0.0650730411686587
"Gabriel Guerra-Mondragón",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,1.0505612623544128E-5,0.024873649786938856
"Philip Lader",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,1.1005879891331944E-5,0.024873649786938856
"Minyon Moore",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,9.004810820180681E-6,0.024873649786938856
"David B. Dunn",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,8.504543552392866E-6,0.024873649786938856
"Mack McLarty",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,7.253875382923326E-5,0.024873649786938856
"John Gleeson (judge)",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,5.502939945665972E-6,0.0650730411686587
"Les Aspin",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,1.435767058551031E-4,0.024873649786938856
"Frank D. White",successor,"Bill Clinton",1.4198696559655823E-5,2.1418282803193454E-4,3.6019243280722724E-5,5.679478623862329E-5
"William Clinton",wikiPageRedirects,"Bill Clinton",1.6734289932283022E-7,2.1418282803193454E-4,1.0005345355756313E-6,7.53043046952736E-6
"Kathleen McGinty",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,5.002672677878157E-6,0.024873649786938856
"Denise Cote",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,5.002672677878157E-6,0.0650730411686587
"William Green Miller",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,2.0010690711512626E-6,0.024873649786938856
"Newt Gingrich",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,4.0821809051485756E-4,0.024873649786938856
"James E. Baker",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,4.002138142302525E-6,0.0650730411686587
"Ross Wilson (ambassador)",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,7.5040090168172345E-6,0.024873649786938856
"Lawrence Summers",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,3.5418922559377346E-4,0.024873649786938856
"Sharon P. Wilkinson",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,7.003741749029419E-6,0.024873649786938856
"Laurence Pope",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,1.3507216230271022E-5,0.024873649786938856
"William Milam",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,1.0005345355756313E-5,0.024873649786938856
"Geraldine Ferraro",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,2.146146578809729E-4,0.024873649786938856
"Donald J. McConnell",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,8.00427628460505E-6,0.024873649786938856
"Donna Tanoue",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,1.3006948962483206E-5,0.024873649786938856
"Rosemary Barkett",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,2.1011225247088257E-5,0.0650730411686587
"Stanley Tuemler Escudero",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,2.7014432460542043E-5,0.024873649786938856
"George F. Ward",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,3.001603606726894E-6,0.024873649786938856
"Nancy Friedman Atlas",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,5.502939945665972E-6,0.0650730411686587
"Susan J. Dlott",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,8.504543552392866E-6,0.0650730411686587
"Joel Johnson (communications strategist)",knownFor,"Bill Clinton",3.587443946188341E-5,2.1418282803193454E-4,8.00427628460505E-6,1.0762331838565022E-4
"Tom Foley",president,"Bill Clinton",2.972946189673967E-4,2.1418282803193454E-4,1.2306574787580266E-4,0.024873649786938856
"Stanley Marcus (judge)",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,7.003741749029419E-6,0.0650730411686587
"Hillary Rodham Clinton",governor,"Bill Clinton",4.4169611307420494E-4,2.1418282803193454E-4,0.001044558055140959,0.0017667844522968198
"Colin Powell",president,"Bill Clinton",3.9639282528986224E-4,2.1418282803193454E-4,5.703046852781099E-4,0.024873649786938856
"Joseph Robert Goodwin",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,4.002138142302525E-6,0.0650730411686587
"Aída Álvarez",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,8.504543552392866E-6,0.024873649786938856
"David H. Shinn",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,8.00427628460505E-6,0.024873649786938856
"Richard Miles (diplomat)",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,1.7509354372573547E-5,0.024873649786938856
"Arthur Levitt",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,9.505078087968498E-6,0.024873649786938856
"Robert L. Barry",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,1.5008018033634469E-5,0.024873649786938856
"Dan Glickman",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,8.254409918498958E-5,0.024873649786938856
"Avis Bohlen",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,7.003741749029419E-6,0.024873649786938856
"Robert Manley Parker",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,1.3006948962483206E-5,0.0650730411686587
"Alfred H. Moses",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,1.1005879891331944E-5,0.024873649786938856
"Susan P. Graber",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,8.504543552392866E-6,0.0650730411686587
"Hazel R. O'Leary",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,3.802031235187399E-5,0.024873649786938856
"Carlos Murguia",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,4.002138142302525E-6,0.0650730411686587
"Frank E. Loy",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,2.3012294318239518E-5,0.024873649786938856
"Sheila Bair",president,"Bill Clinton",2.972946189673967E-4,2.1418282803193454E-4,8.604597005950429E-5,0.024873649786938856
"Strobe Talbott",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,4.252271776196433E-5,0.024873649786938856
"Arthur Winston",knownFor,"Bill Clinton",3.587443946188341E-5,2.1418282803193454E-4,3.451844147735928E-5,1.0762331838565022E-4
"Bill White (Texas politician)",president,"Bill Clinton",9.909820632246556E-5,2.1418282803193454E-4,1.1406093705562197E-4,0.024873649786938856
"Judith W. Rogers",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,5.002672677878157E-6,0.0650730411686587
"Marsha S. Berzon",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,5.002672677878157E-6,0.0650730411686587
"Carl E. Stewart",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,1.0005345355756313E-5,0.0650730411686587
"Jeffrey T. Miller",appointer,"Bill Clinton",6.640106241699867E-4,2.1418282803193454E-4,5.502939945665972E-6,0.0650730411686587
"Drew S. Days, III",president,"Bill Clinton",1.9819641264493112E-4,2.1418282803193454E-4,2.5013363389390782E-5,0.024873649786938856
